customer_id,first_name,last_name,email,phone,date_of_birth,age,gender,income_bracket,occupation,company,address_street,address_city,address_state,address_country,address_postal_code,address_region,account_created,last_login,account_status,customer_segment,lifetime_value,avg_order_value,purchase_frequency,last_purchase_date,total_orders,total_spent,preferred_channel,preferred_category,loyalty_points,newsletter_subscribed,marketing_opt_in,customer_tier,credit_score,preferred_payment_method,shipping_preference,social_media_twitter,social_media_instagram,social_media_facebook,notes
CUST12345,Kara,Faulkner,darinharris@example.com,212.858.7811x02527,2001-04-22,70,Other,Middle,Chief Technology Officer,,60614 John Plaza,Port Richardville,,Iceland,57269,Latin America,2023-06-02,2026-01-11,Active,New,241,107,5,,7,241,Website,Fashion,15816,True,False,Gold,,PayPal,Standard,,,,
CUST12346,Kenneth,Paul,jeremygonzalez@example.net,+1-942-987-3330,1958-12-09,25,Other,Middle,"Psychologist, prison and probation services",Lewis-Porter,6402 Sierra Knoll Suite 412,Rome,,France,15505,Europe,2022-06-08,2026-01-22,Inactive,New,440,144,6,,6,440,Mobile App,Sports,21020,False,False,Bronze,,PayPal,Standard,,@abigaillewis,,Frequent returner
CUST12347,Katherine,Harper,phillip10@example.net,(701)940-3367x69123,1984-02-13,41,Male,Middle,Civil Service fast streamer,,33167 Woodard Trace,Houston,NC,USA,97896,North America,2021-03-05,2026-01-27,Active,Churned,990,106,6,,11,990,Website,Home & Kitchen,32331,False,False,Bronze,764.0,Apple Pay,Next Day,@arthurvillegas,@churchstephanie,facebook.com/rcole,
CUST12348,Tammy,Morales,helen55@example.net,001-377-754-4816x07172,1972-11-11,22,Other,Low,Osteopath,,627 Nelson Road,Christopherborough,,Rwanda,26617,Middle East,2021-08-06,2026-01-22,Inactive,VIP,28724,850,46,2025-11-14,5,28724,Mobile App,Electronics,764,False,True,Bronze,,Bank Transfer,Next Day,@syang,,,Frequent returner
CUST12349,Aaron,Salazar,rcarey@example.com,317-574-4940,1970-12-28,44,Male,High,Chartered certified accountant,Combs-Stevens,00012 Debra Camp,Jonesberg,West Virginia,Latvia,20179,Latin America,2024-01-27,,Inactive,Returning,756,191,2,2026-01-18,3,756,Mobile App,Fashion,36558,False,True,Platinum,458.0,PayPal,Standard,,,facebook.com/ccisneros,
CUST12350,Lisa,Sullivan,evansjennifer@example.net,+1-350-405-4131x6587,1948-04-11,48,Other,Middle,Manufacturing systems engineer,Rodriguez and Sons,71320 Kathryn Inlet,Lake Amanda,,Djibouti,50793,Latin America,2024-05-17,2026-01-13,Active,At Risk,861,64,3,2025-11-22,4,861,Mobile App,Fashion,23208,False,True,Silver,509.0,PayPal,Standard,@eclayton,@noblephillip,facebook.com/tgarcia,Prefers eco-friendly products
CUST12351,Sara,Terry,fanderson@example.net,(214)456-7475,2007-08-29,77,Female,Very High,"Optician, dispensing",Dougherty LLC,86134 Jones Locks Apt. 379,Paris,,Spain,72264,Europe,2025-09-17,2026-01-28,Active,At Risk,145,114,1,2026-02-01,1,145,Mobile App,Home & Kitchen,40442,True,False,Gold,,PayPal,Next Day,@qbass,@samantha73,facebook.com/qpeters,VIP customer
CUST12352,Meredith,Mendoza,flee@example.org,892.438.8834x0258,1972-12-04,48,Male,Very High,"Engineer, mining",,692 Young Crossroad,South Michael,Delaware,Nauru,15437,Latin America,2021-03-22,2026-02-02,Active,Loyal,3988,464,6,,4,3988,Website,Electronics,36795,False,False,Platinum,318.0,Credit Card,Standard,,,,VIP customer
CUST12353,Gilbert,May,kimberly56@example.com,907.889.4062x79305,1966-02-25,77,Other,Very High,"Exhibitions officer, museum/gallery","Arnold, Cannon and Clark",24644 Amanda Trafficway Apt. 231,Allenmouth,Maryland,Solomon Islands,96223,Latin America,2022-09-13,,Suspended,Churned,123,161,3,2026-02-03,4,123,Mobile App,Sports,37251,False,False,Gold,704.0,Bank Transfer,Express,@yorkregina,@smithmatthew,,Prefers eco-friendly products
CUST12354,Calvin,Moss,susan69@example.org,504-495-3640x35270,1945-07-05,63,Other,Very High,"Engineer, communications",Braun-Barajas,62639 Katrina Parkway,Vienna,,France,36538,Europe,2022-09-07,2026-01-22,Active,VIP,46607,943,18,2025-12-31,12,46607,Email,Fashion,16356,False,True,Platinum,799.0,Apple Pay,Express,@hernandezaaron,@joseph13,facebook.com/monique62,Prefers eco-friendly products
CUST12355,Andres,Gomez,johnsonsuzanne@example.net,297-765-7941,1947-08-28,38,Female,High,Emergency planning/management officer,Matthews Ltd,17087 Eric Fort,New Barbara,Colorado,Malawi,67845,Latin America,2023-12-05,2026-01-24,Active,Loyal,4573,300,12,2025-12-07,12,4573,In-Store,Fashion,12861,True,True,Gold,621.0,Apple Pay,Express,,,,Frequent returner
CUST12356,Steven,James,michelle06@example.org,947-809-4442x740,1973-10-17,46,Male,Very High,Health visitor,,1061 Brandon Passage Suite 122,Jenkinshaven,,Eritrea,19889,Latin America,2021-05-30,2026-01-19,Suspended,Loyal,3344,346,12,2026-01-19,17,3344,Mobile App,Electronics,38935,True,True,Gold,,Credit Card,Next Day,,,facebook.com/bcohen,Prefers eco-friendly products
CUST12357,Derrick,Blair,michelle12@example.org,291.882.4514,2001-02-04,31,Other,High,"Merchandiser, retail",Phillips and Sons,6731 Chavez Viaduct,Clarkside,Maryland,Saint Lucia,84030,Latin America,2024-01-18,2026-01-09,Suspended,Returning,958,122,6,2025-12-08,5,958,Email,Home & Kitchen,49378,False,False,Silver,402.0,Bank Transfer,Standard,,,facebook.com/troyproctor,Frequent returner
CUST12358,Joseph,Allen,qschwartz@example.org,297.728.0187,1995-03-08,26,Female,Very High,Drilling engineer,,3115 Williams Rapid Apt. 481,San Antonio,MI,USA,91506,North America,2022-09-14,2026-02-06,Inactive,Returning,565,68,5,,8,565,Email,Fashion,17352,False,False,Platinum,632.0,Credit Card,Next Day,@beverlycastaneda,@fullerjessica,,Frequent returner
CUST12359,Zachary,Williams,crystal15@example.net,685.809.8181,1992-06-14,22,Female,Very High,Tax adviser,Archer-Newman,71597 Pope Forks,London,,Germany,30566,Europe,2022-09-20,2026-01-22,Closed,New,691,78,6,,3,691,In-Store,Fashion,36553,False,False,Bronze,,PayPal,Express,@laurajones,,,VIP customer
CUST12360,Curtis,Travis,sarah64@example.org,(229)648-3022,1980-05-21,41,Female,Low,Primary school teacher,Fox LLC,943 Grant Loaf,Lake Joy,Tennessee,Guyana,18183,Middle East,2022-02-07,2026-01-19,Closed,New,660,77,4,2026-01-09,2,660,Email,Electronics,31275,False,False,Silver,,Credit Card,Express,,,facebook.com/lozanodanielle,Frequent returner
CUST12361,Christopher,Higgins,hardydave@example.com,+1-709-688-6598,1949-11-21,47,Other,High,"Research officer, government",,34251 William Mews,San Diego,CA,USA,15885,North America,2024-11-01,,Inactive,New,456,92,3,2025-12-09,1,456,In-Store,Home & Kitchen,16395,True,True,Bronze,,Bank Transfer,Express,,@robert17,facebook.com/debbieshelton,Frequent returner
CUST12362,Anthony,Mccoy,gmiddleton@example.net,734-685-2058x4708,2001-05-23,60,Male,Low,"Buyer, industrial","Bentley, Mitchell and Nelson",00507 Mark Islands Apt. 244,Sarahfurt,West Virginia,Canada,33513,Asia Pacific,2022-05-19,2026-02-05,Inactive,New,553,102,5,2026-01-14,0,553,Email,Sports,25779,False,False,Platinum,,Credit Card,Express,@donna97,,,Frequent returner
CUST12363,Amy,Walsh,andersonkathleen@example.org,6348222562,1993-09-04,78,Male,High,"Research officer, trade union",Morris-Foster,03172 Lisa Manors Apt. 442,Paris,,UK,09255,Europe,2024-08-18,2026-02-04,Closed,Returning,733,157,4,,7,733,Mobile App,Sports,15701,False,True,Platinum,588.0,Apple Pay,Express,,,,
CUST12364,Aaron,Barr,brian83@example.net,766.766.6260,1982-06-27,58,Male,Very High,Risk analyst,,710 Mark Isle,Jonesmouth,Arizona,Jersey,73944,Asia Pacific,2023-05-31,2026-01-25,Suspended,Returning,458,194,2,,0,458,In-Store,Beauty,22812,True,False,Silver,,Apple Pay,Next Day,,,,
CUST12365,Susan,Mitchell,qcollins@example.com,759-929-1213,2004-11-17,58,Male,Very High,Air broker,,20804 Holmes Stream Apt. 098,South Tyler,New Mexico,Montenegro,70461,Latin America,2024-10-10,2026-01-23,Inactive,Returning,242,64,2,2025-12-20,4,242,Email,Fashion,45152,True,True,Silver,,PayPal,Next Day,,,,Prefers eco-friendly products
CUST12366,Julie,Booker,brenda40@example.net,001-771-275-2476x938,1955-05-18,29,Female,Middle,Actor,Briggs LLC,564 Peter Estates,Duranborough,,Congo,39219,Asia Pacific,2023-12-25,2026-02-03,Inactive,New,228,80,3,,0,228,Email,Beauty,39301,False,False,Bronze,,Apple Pay,Standard,,,facebook.com/rwilson,Prefers eco-friendly products
CUST12367,Aaron,Braun,davisjohn@example.org,+1-924-953-8806,2003-11-20,77,Female,Very High,"Designer, ceramics/pottery",Evans and Sons,9542 Jeffrey Brooks,Jamesmouth,Alabama,French Polynesia,11768,Latin America,2022-07-31,,Inactive,Loyal,1447,373,9,2026-02-06,0,1447,Email,Home & Kitchen,14163,True,True,Gold,,Bank Transfer,Standard,,,facebook.com/bryan83,
CUST12368,Jeffrey,Cain,dgilbert@example.org,302.824.2793,1971-12-06,68,Male,Low,Fashion designer,,1808 Tasha Harbor,San Diego,MI,USA,63784,North America,2025-11-13,2026-01-23,Suspended,Loyal,4514,286,6,2026-02-04,7,4514,Mobile App,Sports,30752,False,True,Silver,639.0,Bank Transfer,Express,,@spencedevin,facebook.com/william28,Frequent returner
CUST12369,Adam,Wolfe,charlesstevenson@example.org,670.317.6931x40278,1986-05-16,42,Male,Low,Data processing manager,,72974 Gregory Forks,Prague,,Italy,46309,Europe,2024-01-17,2026-01-08,Inactive,Loyal,2066,375,7,,9,2066,Website,Beauty,47861,True,False,Platinum,785.0,PayPal,Express,@lthomas,,facebook.com/david04,Prefers eco-friendly products
CUST12370,Kristin,Jackson,stewartsharon@example.com,001-298-342-7788x571,1953-10-11,59,Other,Middle,"Production designer, theatre/television/film",,786 Murphy Crest,Jenkinsbury,Colorado,Algeria,52943,Middle East,2025-03-25,,Inactive,Loyal,3486,444,11,2026-01-01,16,3486,In-Store,Home & Kitchen,22797,True,True,Gold,,Bank Transfer,Next Day,,,facebook.com/julie51,Prefers eco-friendly products
CUST12371,Jeffery,Miller,estradapaula@example.net,4629729741,1997-06-28,51,Other,Very High,"Scientist, water quality",,23423 Douglas Ford,Port Christinamouth,Colorado,Australia,05130,Asia Pacific,2026-01-31,,Active,Loyal,3506,406,10,2026-01-09,10,3506,In-Store,Sports,34482,True,False,Platinum,,Credit Card,Express,,,facebook.com/dsloan,Prefers eco-friendly products
CUST12372,Linda,Duran,jamesanderson@example.org,243.862.2398x270,1974-01-18,80,Female,Very High,Customer service manager,,97242 Samuel Field Suite 629,Lake Ianside,,Sao Tome and Principe,05650,Asia Pacific,2025-02-19,2026-01-24,Inactive,At Risk,889,134,3,2026-01-25,4,889,Website,Electronics,13624,False,True,Gold,,Apple Pay,Express,,,facebook.com/garycastillo,VIP customer
CUST12373,Matthew,Craig,joseguzman@example.org,728.884.0446,1968-05-01,18,Other,Middle,"Teacher, early years/pre",,367 Rebecca Circle Suite 561,Martinezbury,Montana,Portugal,90992,Latin America,2022-05-24,2026-01-13,Suspended,New,92,75,6,,3,92,Mobile App,Sports,24238,False,False,Gold,653.0,PayPal,Express,,@wellsmatthew,facebook.com/chenamber,
CUST12374,Roger,Maldonado,obrown@example.org,001-463-253-0046x52297,1976-07-03,21,Male,Low,International aid/development worker,Kelly Ltd,271 Peters Crossroad Apt. 338,Prague,,UK,46981,Europe,2021-11-29,,Active,New,912,165,3,,4,912,Email,Electronics,14643,True,True,Bronze,,PayPal,Next Day,,,,Frequent returner
CUST12375,Joseph,Peters,david45@example.com,5819775343,1964-05-27,42,Male,Middle,Public relations officer,,5309 Thomas Mountains Suite 138,Hamiltonville,,Malaysia,00772,Latin America,2021-08-17,,Active,New,510,148,2,2026-01-16,1,510,Website,Home & Kitchen,47094,False,False,Gold,,Credit Card,Express,@robert47,,facebook.com/teresa38,Frequent returner
CUST12376,Michelle,Hernandez,masonlawson@example.net,(245)655-0415x879,1979-06-23,37,Male,Very High,Associate Professor,Williams-Ross,4939 James Point,Chicago,MI,USA,18095,North America,2021-02-28,,Closed,At Risk,633,174,5,2025-12-10,2,633,Email,Home & Kitchen,32885,False,True,Bronze,,Apple Pay,Next Day,@evansraymond,@madison89,facebook.com/laura94,
CUST12377,Rebecca,Garrison,vdean@example.com,001-778-526-8624,1950-01-06,41,Male,Middle,Housing manager/officer,Lane Ltd,47270 Kelsey River Apt. 954,Port Joseph,Louisiana,Suriname,82745,Asia Pacific,2025-10-31,,Active,Loyal,2326,300,12,,15,2326,Website,Sports,38992,True,True,Bronze,399.0,Credit Card,Standard,,@manuelhall,facebook.com/edwardjordan,VIP customer
CUST12378,Jessica,Jacobson,karenthompson@example.net,354-590-4184x58623,1987-04-23,26,Male,High,Neurosurgeon,,4341 Bennett Mill Apt. 701,Nguyenchester,,Congo,57766,Asia Pacific,2023-08-21,,Closed,Loyal,2993,493,11,2025-12-10,18,2993,Email,Sports,10263,False,True,Gold,,PayPal,Standard,@terrimanning,@michaelchen,,
CUST12379,Jeremy,Cruz,pam45@example.net,445-200-4017x7675,1945-06-19,62,Female,Low,Facilities manager,Lane-Quinn,52992 Carter Causeway,North Jeffreyport,West Virginia,Russian Federation,73490,Middle East,2023-03-26,,Suspended,Returning,844,50,6,2025-11-18,9,844,In-Store,Beauty,565,False,False,Gold,565.0,Bank Transfer,Next Day,@spenceamber,@bmoore,,Prefers eco-friendly products
CUST12380,Debra,Simmons,ckoch@example.com,+1-476-985-1932x9863,1959-12-25,53,Other,Low,Careers adviser,,298 Dawn Throughway,North Mason,,Panama,72575,Asia Pacific,2025-07-08,2026-01-19,Inactive,Returning,361,155,6,,4,361,Website,Beauty,19964,True,False,Gold,648.0,PayPal,Next Day,@hubbardjoshua,,facebook.com/nmunoz,
CUST12381,Ryan,Martin,philip75@example.net,693-319-7436x271,1987-12-11,68,Other,Low,Recycling officer,,28304 Callahan Trail,Clementsmouth,North Carolina,Albania,69894,Asia Pacific,2022-05-01,,Active,Loyal,2425,472,11,,15,2425,Email,Beauty,32384,True,True,Gold,,Credit Card,Express,,@jason83,facebook.com/rowekenneth,Prefers eco-friendly products
CUST12382,Diamond,Fischer,grayjeanette@example.com,+1-471-493-4298x6248,1957-08-09,47,Other,High,Tax inspector,,22711 Nolan Fords Suite 781,Thompsonport,Alabama,Northern Mariana Islands,37822,Asia Pacific,2025-10-19,2026-01-13,Suspended,New,8,161,5,,5,8,In-Store,Fashion,17869,True,False,Platinum,,Apple Pay,Standard,@whitebenjamin,,,Frequent returner
CUST12383,Heather,Campbell,rogersdavid@example.net,+1-891-540-4186x905,1979-03-29,45,Other,Low,"Administrator, sports",,04552 Sellers Lodge Suite 460,San Antonio,IL,USA,53373,North America,2025-04-07,,Suspended,New,140,110,6,,5,140,Email,Electronics,49827,False,True,Platinum,,Apple Pay,Express,,@rickykelley,facebook.com/johnpark,Prefers eco-friendly products
CUST12384,Aaron,Stewart,xanthony@example.com,5375647891,1986-10-25,70,Female,Very High,"Administrator, local government",Mendoza Group,691 Brian Isle,New Ryanchester,,Dominican Republic,01070,Latin America,2024-08-22,,Closed,New,627,62,5,,2,627,Mobile App,Beauty,10390,False,True,Platinum,,PayPal,Standard,,@sharonmason,facebook.com/zsimpson,Prefers eco-friendly products
CUST12385,Diane,Arnold,pclay@example.org,(337)467-0415x106,2003-10-06,67,Other,Low,Legal executive,Barajas Group,7993 Roth Crossing,North Norma,,Barbados,91475,Latin America,2022-08-09,,Closed,Returning,909,112,2,,2,909,In-Store,Home & Kitchen,37626,True,False,Bronze,,Credit Card,Standard,@gravessuzanne,,facebook.com/christopher57,Frequent returner
CUST12386,Holly,Ibarra,awilliams@example.org,337.471.1882x4205,1970-07-30,74,Female,Low,Fashion designer,,06194 Sergio Ways,New York,MI,USA,30904,North America,2025-02-24,,Active,Loyal,3105,442,7,2026-01-21,12,3105,Mobile App,Sports,31621,True,True,Silver,363.0,Apple Pay,Standard,,@velezjustin,,VIP customer
CUST12387,Jonathan,Lopez,robertsandrew@example.org,+1-721-902-8348x635,2001-06-12,66,Other,Low,"Research officer, government","Edwards, Lopez and Sims",541 Sheri Turnpike,San Diego,OH,USA,42875,North America,2022-08-05,,Inactive,New,828,87,4,,8,828,Mobile App,Fashion,16891,False,True,Gold,683.0,PayPal,Next Day,,@mcgeestephanie,facebook.com/lloydrebecca,Prefers eco-friendly products
CUST12388,Michelle,Foster,joseph80@example.org,238-765-2684x186,1958-10-21,37,Male,Very High,Warehouse manager,,90584 John Springs,Aguilarmouth,Illinois,Saint Barthelemy,99243,Asia Pacific,2024-01-15,2026-01-28,Suspended,Churned,404,56,6,2026-01-22,11,404,Mobile App,Electronics,6514,True,True,Platinum,751.0,Bank Transfer,Express,@rachel56,@mfoster,,Prefers eco-friendly products
CUST12389,Brandon,Mullen,martinmartin@example.org,831.667.6987x514,1972-01-15,78,Male,High,Advice worker,"Rosales, Lopez and Stewart",48280 Elizabeth Summit,Paris,,UK,38075,Europe,2024-01-22,2026-01-22,Closed,Returning,205,109,6,2025-12-21,3,205,Email,Home & Kitchen,1962,False,False,Silver,,Bank Transfer,Standard,,,,Prefers eco-friendly products
CUST12390,Rebecca,Duncan,pgonzalez@example.org,423-819-9566,1984-01-05,64,Other,High,Public relations officer,,3606 Armstrong Rue Apt. 197,Powellchester,,French Polynesia,56878,Latin America,2024-01-22,2026-02-01,Inactive,New,443,173,6,2025-12-30,5,443,Email,Sports,39365,True,False,Platinum,777.0,Bank Transfer,Express,@tsandoval,,facebook.com/lemarissa,Frequent returner
CUST12391,Jeremy,Meyer,walvarez@example.com,3947168406,1977-12-27,56,Male,Very High,"Engineer, aeronautical",Young-Gutierrez,2836 Austin Valleys,Pamelaland,Indiana,Vanuatu,42134,Latin America,2022-01-20,2026-01-13,Suspended,New,460,122,3,,3,460,In-Store,Electronics,34532,False,True,Gold,,Credit Card,Next Day,@agordon,,facebook.com/codygould,Frequent returner
CUST12392,Karen,Willis,pmartinez@example.net,(464)204-0798,1988-02-10,67,Other,Very High,Photographer,,15067 Robert Extension,Lake Miranda,,Heard Island and McDonald Islands,02031,Middle East,2024-11-28,2026-01-11,Active,New,402,189,6,2025-11-25,10,402,Email,Fashion,18719,True,True,Platinum,,Apple Pay,Express,@garciajames,@xmcclure,facebook.com/mariaschaefer,
CUST12393,Jennifer,Higgins,meredith48@example.com,934-308-3975,1959-06-09,57,Male,Middle,Holiday representative,,2257 Michael Villages Suite 007,New Jesusmouth,,Zimbabwe,36922,Middle East,2023-06-19,2026-02-06,Closed,Returning,466,171,2,2025-11-18,4,466,Email,Electronics,38388,False,True,Silver,397.0,Apple Pay,Standard,@eric23,@steven19,facebook.com/petersonmandy,Frequent returner
CUST12394,Gregory,Miller,justin40@example.net,+1-274-718-2619,1954-12-21,33,Female,Low,Orthoptist,"Franco, Hoffman and Davis",06956 Mark Trail Apt. 465,Port Seanborough,,Panama,69952,Asia Pacific,2026-01-24,2026-01-16,Active,New,300,50,4,2026-01-14,1,300,Mobile App,Home & Kitchen,38441,False,False,Platinum,,Bank Transfer,Standard,@nkane,@cyoung,facebook.com/howens,Frequent returner
CUST12395,Christopher,Jenkins,nicolemartin@example.net,001-719-566-0058x74994,1951-10-14,33,Male,Low,Clinical biochemist,,90366 Smith Views,East Anthonyfurt,Hawaii,British Virgin Islands,63497,Middle East,2023-09-27,2026-01-13,Suspended,VIP,19207,938,33,2026-01-07,64,19207,In-Store,Beauty,47086,False,True,Silver,,Bank Transfer,Express,@williambriggs,,facebook.com/posborn,Frequent returner
CUST12396,David,Schmidt,emedina@example.org,232-878-5821,1955-12-18,64,Male,Low,Orthoptist,Trujillo and Sons,40892 Frey Burgs Apt. 624,San Jose,OH,USA,81137,North America,2025-09-23,2026-02-01,Inactive,Loyal,1079,339,6,2026-01-27,2,1079,Email,Beauty,25281,False,True,Bronze,340.0,Credit Card,Standard,,,,
CUST12397,William,Jordan,jason20@example.net,731.254.1393,2003-10-09,61,Other,Middle,"Engineer, site",Bradley-Sherman,4915 Morris Green,West Brianna,,Swaziland,94067,Asia Pacific,2021-03-19,2026-01-21,Closed,Returning,72,64,1,,0,72,Email,Sports,21855,False,True,Platinum,698.0,Credit Card,Standard,,,,Frequent returner
CUST12398,Jonathan,Ingram,travisbrown@example.net,7677733066,1973-09-17,25,Other,High,"Education officer, environmental",,61371 Turner Gateway,Houston,TX,USA,20933,North America,2023-05-21,,Active,New,136,157,4,,0,136,Website,Beauty,37290,False,True,Gold,,Bank Transfer,Next Day,,,facebook.com/sgarrett,Frequent returner
CUST12399,James,Murray,aguirrebenjamin@example.com,916-891-7418,1997-12-02,58,Male,High,"Chemist, analytical","Padilla, Ramirez and Kim",46010 Wallace Oval,Chicago,NY,USA,48297,North America,2022-10-02,2026-01-11,Inactive,New,880,138,6,2026-01-25,4,880,Mobile App,Beauty,21621,False,False,Platinum,,Apple Pay,Express,@dawn01,@gmalone,facebook.com/myerswesley,VIP customer
CUST12400,Allison,Suarez,qmccarty@example.org,+1-328-497-5855,1994-06-26,50,Other,Low,"Development worker, community",,9488 Brown Squares Apt. 467,San Diego,IL,USA,39094,North America,2023-05-23,,Active,Returning,447,77,6,,0,447,Website,Sports,12963,False,False,Platinum,,PayPal,Express,,@heidi69,facebook.com/larsondebra,Prefers eco-friendly products
CUST12401,Nicholas,Sanchez,xthompson@example.com,001-304-827-8771x1278,1953-01-22,22,Female,Very High,"Engineer, civil (consulting)",,8881 Caitlin Port,San Diego,GA,USA,06641,North America,2022-01-29,,Inactive,Loyal,4887,238,10,2026-01-14,11,4887,In-Store,Sports,16960,False,False,Gold,648.0,Apple Pay,Express,,,,Frequent returner
CUST12402,Scott,Brooks,dreyes@example.org,5074120813,1964-05-20,59,Female,Middle,Clothing/textile technologist,Flores PLC,13348 Ingram Field Suite 819,Houston,NC,USA,08038,North America,2026-01-23,2026-02-03,Closed,VIP,36449,1565,20,2025-12-26,35,36449,Website,Fashion,41517,True,False,Gold,620.0,Credit Card,Express,@eshort,,,VIP customer
CUST12403,Keith,Gutierrez,delacruzjennifer@example.com,001-371-825-0937x00911,1994-10-10,80,Other,Middle,Interpreter,Norton Group,4628 Lutz Locks Apt. 632,Paris,,Italy,93411,Europe,2025-05-18,2026-01-18,Active,New,112,100,5,2026-01-03,0,112,Mobile App,Sports,31643,True,False,Bronze,718.0,PayPal,Express,,,facebook.com/xhenry,Frequent returner
CUST12404,Gina,Stokes,ruthryan@example.com,407-314-9918x916,1969-11-16,27,Male,High,"Designer, exhibition/display",,231 Pineda Street,Warsaw,,Germany,01040,Europe,2023-07-21,2026-01-26,Active,New,470,116,6,2025-12-31,6,470,Email,Beauty,22806,True,False,Silver,400.0,Bank Transfer,Standard,@wrodriguez,@ldavis,,
CUST12405,Adam,Andrade,crobbins@example.org,855-265-0467x65505,1968-06-21,66,Male,Very High,"Psychologist, counselling",Robinson Ltd,4830 Anne Orchard Suite 714,Houston,OH,USA,91831,North America,2024-10-27,2026-01-15,Closed,New,144,170,5,2025-11-28,8,144,Website,Sports,36803,False,False,Gold,834.0,Credit Card,Standard,@daniel82,@georgedillon,facebook.com/kristy81,VIP customer
CUST12406,Brooke,Mckay,nataliestevens@example.org,415.517.6788,1997-11-08,32,Female,High,Marketing executive,,35327 Lawrence Forges Suite 199,Madrid,,UK,37791,Europe,2021-06-23,,Suspended,New,887,134,5,,8,887,Website,Electronics,18416,False,False,Bronze,348.0,Credit Card,Express,@williambishop,@dballard,facebook.com/bryan45,
CUST12407,John,Mason,harold38@example.com,(547)709-8636x7943,1989-07-29,21,Female,Middle,Tax adviser,,642 Jeremy Hollow Suite 908,San Jose,MI,USA,09020,North America,2025-01-15,2026-01-16,Active,Loyal,3568,491,7,2025-11-22,3,3568,Email,Fashion,24108,False,False,Bronze,,PayPal,Standard,,@zachary39,facebook.com/ganderson,Frequent returner
CUST12408,Ricky,Phillips,paul17@example.com,584.801.3662x2063,1999-05-29,67,Male,Middle,Air cabin crew,Winters-Johnson,9454 Michael Street Apt. 798,New Richardburgh,Utah,Croatia,03855,Asia Pacific,2023-10-26,2026-01-19,Active,VIP,47704,1098,20,2025-11-12,20,47704,Mobile App,Fashion,12927,True,True,Gold,674.0,PayPal,Express,,,,Frequent returner
CUST12409,Amy,Hernandez,elliskeith@example.com,+1-298-930-5122x06387,1990-01-28,69,Other,Middle,Software engineer,,9218 Nicholas Vista,South Carolfort,South Dakota,United States Virgin Islands,61994,Asia Pacific,2025-03-15,2026-01-24,Closed,VIP,22453,836,32,,41,22453,In-Store,Beauty,11345,False,True,Platinum,834.0,Bank Transfer,Express,@nancypena,@crystal46,facebook.com/christopher57,VIP customer
CUST12410,Johnny,Zamora,masonpatrick@example.org,(948)695-9353x61038,1982-08-01,20,Male,Very High,"Production designer, theatre/television/film",Myers LLC,9020 Laura Fords Apt. 164,Rome,,France,01985,Europe,2021-07-16,,Closed,Returning,131,88,3,,4,131,Mobile App,Sports,33819,False,False,Bronze,833.0,Bank Transfer,Standard,@twilkins,,,
CUST12411,Kelly,West,fdiaz@example.net,9179499383,1979-05-03,56,Female,Low,Local government officer,Vega-Arellano,0797 Love Centers Apt. 425,Woodshire,,Bahrain,88564,Latin America,2022-06-03,2026-01-30,Suspended,Loyal,2053,269,8,,4,2053,In-Store,Home & Kitchen,24342,True,True,Gold,745.0,PayPal,Standard,,@lmontgomery,,Frequent returner
CUST12412,Jane,Brown,kevin03@example.net,(308)814-0184,1993-03-22,58,Other,Middle,Immigration officer,,35960 Sampson Square,Jesseport,,Palau,88415,Middle East,2025-11-22,2026-01-28,Inactive,VIP,42531,1841,40,2026-01-23,59,42531,Mobile App,Beauty,22337,True,False,Platinum,,Credit Card,Standard,@kevinhunt,@sforbes,,VIP customer
CUST12413,Scott,Hernandez,victoriapotts@example.org,001-867-524-3714x08286,1991-06-24,66,Male,High,Chief Executive Officer,,015 Phillips Union,New Keith,,Sweden,04424,Middle East,2021-09-10,,Closed,Returning,713,50,3,2026-01-19,4,713,Website,Electronics,7971,True,False,Platinum,,Apple Pay,Next Day,,,facebook.com/alexander52,Frequent returner
CUST12414,Hannah,Lindsey,lewisstephanie@example.net,5647641731,1981-11-13,45,Male,Middle,Ambulance person,,567 Michelle Stream Suite 811,Los Angeles,NC,USA,90999,North America,2021-12-09,2026-01-09,Active,Returning,156,187,3,2025-12-07,6,156,Email,Home & Kitchen,41153,True,True,Gold,575.0,Bank Transfer,Express,@kingholly,@lroach,facebook.com/gutierrezkimberly,Frequent returner
CUST12415,Ryan,Gomez,millerjenny@example.org,590-384-8539,1959-11-07,63,Male,Middle,"Surveyor, minerals",,7179 Young Junction Suite 323,San Diego,NY,USA,20079,North America,2024-11-15,2026-01-19,Inactive,Loyal,1177,483,10,,20,1177,Website,Sports,39297,True,False,Platinum,813.0,Apple Pay,Next Day,,@stephenmartinez,,Prefers eco-friendly products
CUST12416,Michelle,Simon,ronalddiaz@example.net,+1-626-848-1312x2430,1979-08-03,63,Other,Very High,Intelligence analyst,Mcmillan-Phillips,132 Jessica Centers Suite 108,East Matthewton,,Norfolk Island,33692,Asia Pacific,2022-05-11,,Active,At Risk,451,114,4,2025-12-13,8,451,Website,Fashion,40957,True,True,Platinum,663.0,Bank Transfer,Express,@lhoward,,,
CUST12417,Janet,Richard,catherine61@example.net,(692)921-4264,1991-11-22,78,Male,Middle,Personal assistant,,73141 William Pine Suite 834,New Justin,North Dakota,Macao,53524,Asia Pacific,2021-12-07,,Suspended,New,636,142,6,,9,636,Email,Sports,23897,False,True,Bronze,,Bank Transfer,Express,,@michael43,facebook.com/felicia52,Frequent returner
